Product_name,Category,Review,Overall Sentiment Score,reviewer_name,age,gender,area
Ritzbury Chocolate Fingers 200g,Chocolate,I ate chocolate fingers.😋😊 thank you for delivery.🙏👍,1,Miller Karthi,64,Female,Eastern
Ritzbury Chocolate Fingers 200g,Chocolate,Not at all satisfied with delivery schedule. These are provisions that should be delivered within two days maximum.,4,Kumar Saini,53,Female,Northern
Ritzbury Chocolate Fingers 200g,Chocolate,Lot of them are Damaged.,4,Jones Emily,53,Male,Eastern
Ritzbury Chocolate Fingers 200g,Chocolate,Product is good. Daraz delivery also very satisfied. ,0,Williams Zidan,57,Female,Western
Ritzbury Chocolate Fingers 200g,Chocolate,Delivered within a day. Extremely satisfied,1,Christopher Albert,64,Male,Uva
Ritzbury Chocolate Fingers 200g,Chocolate,Nicely packed and delivered on time. Thank you!,0,Maryam David,55,Female,North Central
Ritzbury Chocolate Fingers 200g,Chocolate,"Awesome, Nicely Packed and Very Fast Delivery",0,Bathri Saini,35,Male,North Central
Ritzbury Chocolate Fingers 200g,Chocolate,Got My Oder with 24 hrs. Awesome Service,0,Bathri Vinoth,68,Female,Eastern
Ritzbury Chocolate Fingers 200g,Chocolate,product was good. shipping was slow..,1,Maryam Jane,22,Female,Northern
Ritzbury Chocolate Fingers 200g,Chocolate,tnq daraz.. im so happy ,0,Taylor Matthew,72,Female,Western
Ritzbury Chocolate Fingers 200g,Chocolate,😍 Delicious!! ❤️ worth for money. ,0,Davis Saini,50,Female,Southern
Ritzbury Chocolate Fingers 200g,Chocolate,Fast Delivery Coming With 4 Day Golden Hour Offers Good Product Good Packaging Highly Recommended Seller Is Highly Recommended,0,Brown Emily,61,Male,Southern
6Pcs Chocolate Gift Pack,Chocolate,A fungus 😕.. What is this man... ☹️ I ordered this as a gift to someone. I sent it directly to the address. I am very disappointed. waste of my money,4,Jones David,50,Male,North Central
6Pcs Chocolate Gift Pack,Chocolate,Wow Nice one.🔥😀❤ original brand best saler well packed fast delivery tnx daraz ❤,0,Kumar Sophia,47,Female,Uva
6Pcs Chocolate Gift Pack,Chocolate,Super Fast Delivery😍😍 Delivery Within 35 hours!! 😍😍 Thanks You so much Daraz!!,0,Bathri Albert,41,Male,Eastern
6Pcs Chocolate Gift Pack,Chocolate,"I have just received my order,Thank you for sending me  chocolates during this lockdown! It was delicious and made my day😋 I was delighted with my purchase😍😍 ⭐⭐⭐ Original ⭐⭐⭐ products . It was a pleasure doing business with you,Thanks so much again ❤❤❤❤ Thank you Chocolyt and Daraz 🤗🤗Well packaging and High quality #ExcellentService  #HighlyRecomended👍",0,Davis Daniel,35,Male,Southern
6Pcs Chocolate Gift Pack,Chocolate,Super fast delivery but i ddnt get the small basket... i would have given 5 stars if it is packed with the basket,1,Miller Michael,45,Female,Western
6Pcs Chocolate Gift Pack,Chocolate,Safe delivery.....best performance of delivery😍,1,Bathri Albert,41,Male,Eastern
6Pcs Chocolate Gift Pack,Chocolate,Nice packing. quick delivery service. thank you seller. Good quality chocolates.,0,Maryam Daniel,61,Female,Western
6Pcs Chocolate Gift Pack,Chocolate,Actually this item is very good and superb and very delicious.no any false scams,1,Bathri Albert,41,Male,Eastern
6Pcs Chocolate Gift Pack,Chocolate,There are all 06 chocolates as mentioned.Good quality and delicious .👍 They were packed well and fast delivery.,0,Anderson Emma,24,Male,North Central
6Pcs Chocolate Gift Pack,Chocolate,"Received on time , good service However price are high . Just 6 pc for 1750/- 🙄 Anyway enjoyed it 👍🏼",0,Brown John,27,Male,Southern
6Pcs Chocolate Gift Pack,Chocolate,very good pack also nice. dairy milk chocolate was melted. but good lovely pack ❤️,0,Williams Jane,59,Male,Northern
6Pcs Chocolate Gift Pack,Chocolate,Fast delivery and all items were included in the pack as described above.,2,Jones Matthew,23,Male,North Central
6Pcs Chocolate Gift Pack,Chocolate,nice packing ! fast delivery.. thank you chocolyte! ❤️❤️,0,Jones Jane,37,Female,Sabaragamuwa
6Pcs Chocolate Gift Pack,Chocolate,Quality products 👌👌 Fast delivery.. Thank u Darazz,1,Miller Matthew,44,Female,North Western
6Pcs Chocolate Gift Pack,Chocolate,"good product,fast delivery 👍🏻 I'm really happy ☺️",0,Kumar Zidan,63,Male,Southern
6Pcs Chocolate Gift Pack,Chocolate,Great service. Got my bundle just as I requested. Really worth the price. Arrived on time. Will definitely shop again at chocolyt. ❤️❤️,0,Jones John,37,Female,North Central
Good Quality Toren White Chocolate 55g,Chocolate,"Good quality ""Toren Classic Milky Compound Chocolate"" made in Turkey, safely packed and delivered within 4 days.",0,Jones Olivia,47,Male,Central
Good Quality Toren White Chocolate 55g,Chocolate,"Best service. Everything is ok. Expiry dates, marked price, packing and delivery all fine. Thank you for the offers!",0,Kumar Emily,62,Female,North Western
Good Quality Toren White Chocolate 55g,Chocolate,nothing to tell very very best quality,0,Wilson Michael,30,Female,Central
Good Quality Toren White Chocolate 55g,Chocolate,Taste not good. Only the taste of sugar. Horrible.,3,Soosai David,71,Female,Western
Good Quality Toren White Chocolate 55g,Chocolate,Good taste.. 👍 thnx for the offer,1,Bathri Albert,41,Male,Eastern
Good Quality Toren White Chocolate 55g,Chocolate,very delicious 😋🤤,1,Kumar Jane,33,Male,Western
Good Quality Toren White Chocolate 55g,Chocolate,nice taste love it,0,Smith Saini,47,Male,Uva
Good Quality Toren White Chocolate 55g,Chocolate,Good . but not this price is discount price. becouse some shops can I buy this one 250/=,1,Miller Matthew,44,Female,North Western
Good Quality Toren White Chocolate 55g,Chocolate,"well packed, fast and best delivery, highly recommended thank you for the service",0,Kumar Emma,71,Male,Eastern
Good Quality Toren White Chocolate 55g,Chocolate,"item as described, good quality chocolate. delivery got delayed little ",1,Smith Jane,64,Male,North Western
Good Quality Toren White Chocolate 55g,Chocolate,"Really good quality chocolate, worth the price, highly recommended! ",0,Smith John,19,Male,Northern
Good Quality Toren White Chocolate 55g,Chocolate,Quality Product. Fast Delivery. Thank you ❤️ Nice Product 🔥,0,Williams Matthew,41,Female,Northern
Good Quality Toren White Chocolate 55g,Chocolate,superb product ..small but has premium quality.,1,Jones Michael,35,Male,Northern
Good Quality Toren White Chocolate 55g,Chocolate,too late to receive almost 10 days take to arrive ,1,Anderson Karthi,41,Female,Eastern
Good Quality Toren White Chocolate 55g,Chocolate,Quality Products.Very satisfied with the purchase ,1,Brown Saini,31,Male,North Western
Good Quality Toren White Chocolate 55g,Chocolate,Happy with seller and my favourite chocolate ,1,Brown Saini,31,Male,North Western
Good Quality Toren White Chocolate 55g,Chocolate,"fast delivery ,quality products❤️thank you❤️",2,Williams Jane,59,Male,Northern
Delicious Chocolate Toffees-10Pcs,Chocolate,We got our package yesterday. Super & Fast service. Highly recommended to buy. It tasted so good. 💗😍,0,Kumar David,73,Female,Sabaragamuwa
Delicious Chocolate Toffees-10Pcs,Chocolate,poor quality this is verry old stock and i am realy disappointed.,3,Kumar Saini,53,Female,Northern
Delicious Chocolate Toffees-10Pcs,Chocolate,its really tasty ❤️,3,Jones Albert,23,Male,Northern
Delicious Chocolate Toffees-10Pcs,Chocolate,good product.thanks,1,Soosai Zidan,73,Male,Sabaragamuwa
Delicious Chocolate Toffees-10Pcs,Chocolate,Very tasty,1,Vithujan Jane,65,Male,Southern
Delicious Chocolate Toffees-10Pcs,Chocolate,well received. seems good. didn't taste yet. but looks good,0,Wilson Albert,24,Male,Uva
Delicious Chocolate Toffees-10Pcs,Chocolate,This image is highly misleading and do not recomand this as all toffees were cheap and did not taste any different from one another :(,3,Anderson Sophia,23,Male,North Western
Delicious Chocolate Toffees-10Pcs,Chocolate,super qulity product. hightly recommend this product..😍😍😍❤️,0,Anderson David,30,Male,North Western
Delicious Chocolate Toffees-10Pcs,Chocolate,Chocolate quality is poor. I'm really disappointed. ,3,Bathri Karthi,35,Female,North Western
Delicious Chocolate Toffees-10Pcs,Chocolate,Fast delivery and good taste 😍,1,Soosai Albert,28,Female,Central
Delicious Chocolate Toffees-10Pcs,Chocolate,fast delivery ..Thank you ,2,Soosai Karthi,20,Female,Northern
Delicious Chocolate Toffees-10Pcs,Chocolate,"Well, but it had melted.",2,Smith Jane,64,Male,North Western
Delicious Chocolate Toffees-10Pcs,Chocolate,Not very good ,4,Brown Karthi,56,Female,Uva
Delicious Chocolate Toffees-10Pcs,Chocolate,"Its great delicious ,",4,Anderson Emma,24,Male,North Central
Delicious Chocolate Toffees-10Pcs,Chocolate,good service and taste of chocolate is good. Recommended,0,Wilson Albert,24,Male,Uva
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,Take it without fear. 💯 Reccomend this seller was well packed. There's no damage. All new days. The Odar i dropped last afternoon. Delivery at home this morning. Great speed delivery. I had one more. Tanz Choco More 🥰,1,Kumar Sophia,47,Female,Uva
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,"Packed well, price is bit outrageous since the marked price is 5 INR per piece. Other than that okay.",2,Maryam Saini,38,Female,Western
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,"Well, where I was disappointed is the price. The each is for INR. 5 According to that, the set price is really high. But the quality is good.",1,Wilson Matthew,42,Male,North Western
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,"Did not receive this order at all, this is cheating and totally not as what is advertised or promised ",1,Davis Daniel,35,Male,Southern
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,They were half the size of the picture. Pretty disappointed. Not worth the price at all.,2,Johnson Emily,19,Male,Southern
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,"Very tiny little pics doesn't match the image, it is tasty tho.",2,Williams Sophia,59,Female,Eastern
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,this prodect very small and very mini this prodect fake prodect ,2,Vithujan Saini,34,Male,North Western
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,it's not dairy milk chocolate. it's not original brand 😪😡😡,2,Wilson Daniel,62,Male,Eastern
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,NO ONE BUY THIS PRODUCT IT IS A HUGE LOSS TO BUY ,4,Johnson Vinoth,25,Male,Sabaragamuwa
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,It was packed well. Thank you daraz😊,1,Maryam Michael,42,Female,Central
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,Very good service super product ,0,Soosai Karthi,20,Female,Northern
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,very small pieces very badly ,0,Jones Jane,37,Female,Sabaragamuwa
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,very small pieces I am very sad,0,Wilson Michael,30,Female,Central
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,recommended 🙂good job 💯 good packing,1,Brown Olivia,27,Female,Sabaragamuwa
Kitkat mickey chocolate (limited edition),Chocolate,Not worth for the money at all. Size of this is smaller than a 5 rupees chocolate. Please don't ever buy anything from this seller.,2,Miller John,44,Male,Uva
Kitkat mickey chocolate (limited edition),Chocolate,fast delivery hppy with seller,2,Brown Matthew,23,Female,Southern
Kitkat mickey chocolate (limited edition),Chocolate,It's not an original kitkat taste. It's in the limited edition. There's a milo mix taste here.,4,Johnson Zidan,69,Male,Eastern
Kitkat mickey chocolate (limited edition),Chocolate,"Good , lates manufacturing date , delicious , but price bit hight",1,Christopher John,26,Male,North Western
Kitkat mickey chocolate (limited edition),Chocolate,Yummy...Got the item in a good condition. Recommended seller,1,Brown Emma,33,Male,Northern
Kitkat mickey chocolate (limited edition),Chocolate,Good product nice packaging thank you Daraz,0,Vithujan Olivia,60,Male,Sabaragamuwa
Kitkat mickey chocolate (limited edition),Chocolate,VERY TASTY AND WELL PACKED. GREAT SELLER,0,Johnson John,21,Female,North Western
Kitkat mickey chocolate (limited edition),Chocolate,still I didn't get my order and also I paid ,0,Davis Emily,72,Female,Sabaragamuwa
Kitkat mickey chocolate (limited edition),Chocolate,I recommend this seller👍Thank q👍,0,Miller Albert,69,Male,Sabaragamuwa
Kitkat mickey chocolate (limited edition),Chocolate,"Great chocolate, fresh and high quality. Highly appreciate the shop’s attention to detail when packing the product with cardboard to avoid the chocolate melting and getting crushed. Items arrived perfect condition and on time. Will order again.",0,Soosai Michael,58,Male,Central
Kitkat mickey chocolate (limited edition),Chocolate,I only have one complain about this that is I ordered the shown chocalate but they have run out of stock which was notified by the seller and I had to change my order. Would recomend the seller to use the out of stock feature available in the daraz platform so that neither the seller nor the receiver will face any inconveniences other than that I enjoyed the chocalate sent by this seller it was in good condition not melted and the taste was good. I got an alpine and a bubble for my order after the short chat I had with the seller.,0,Soosai Thinesh,74,Female,Northern
Kitkat mickey chocolate (limited edition),Chocolate,Very good deliver,1,Johnson Zidan,69,Male,Eastern
Kitkat mickey chocolate (limited edition),Chocolate,very very soft chocolate.. finger size choclate...,2,Davis Olivia,49,Male,Northern
Kitkat mickey chocolate (limited edition),Chocolate,Thank you so much for your one time deliver Really happy about this,0,Christopher Emma,29,Female,North Central
Kinder Bueno 3 Pack 129g,Chocolate,Packs opened; melted and have white dots.,0,Brown Jane,67,Male,Southern
Kinder Bueno 3 Pack 129g,Chocolate,You gave me a one chocolate but the picture have three. I am very Disappointed But the chocolate is very tasty. It's OK. I love it,0,Vithujan Thinesh,73,Male,North Western
Kinder Bueno 3 Pack 129g,Chocolate,The packaging was really good. They put the chocolates in plastic containers so they wont be damaged. They were in perfect condition. And I got everything as expected. Really good item. Would recommend.,0,Smith John,19,Male,Northern
Kinder Bueno 3 Pack 129g,Chocolate,love your packaging and quick delivery. thank you daraz. recommended seller,0,Smith Saini,47,Male,Uva
Kinder Bueno 3 Pack 129g,Chocolate,Well packed. Good buy with free delivery.,0,Bathri David,23,Male,Southern
Kinder Bueno 3 Pack 129g,Chocolate,Well packed and fast delivery.,1,Jones John,37,Female,North Central
Kinder Bueno 3 Pack 129g,Chocolate,"I ordered 3 packs, that is 30pcs. Package arrived today (28 May) but the expiry date is on 06 June.2021. (I have only one week to consume all these stuff). Seller never mentioned anything about the close expiry in his listing. This type of sellers should be banned from Daraz.",3,Davis Albert,30,Female,Central
Kinder Bueno 3 Pack 129g,Chocolate,wow one of fast delivery.. thank you..,0,Jones Daniel,20,Male,Uva
Kinder Bueno 3 Pack 129g,Chocolate,Not good next month expiry,4,Johnson Vinoth,25,Male,Sabaragamuwa
Kinder Bueno 3 Pack 129g,Chocolate,😒 the chocolate is melted,4,Davis Jane,73,Male,North Western
Kinder Bueno 3 Pack 129g,Chocolate,Delivered quickly and expiry date is more than 5 months.,2,Anderson Jane,75,Female,Western
Kinder Bueno 3 Pack 129g,Chocolate,Good quality chocolates😋😋. Very good customer service☺️. 100% satisfied❤️ Highly recommended,0,Miller Thinesh,57,Female,Eastern
Kinder Bueno 3 Pack 129g,Chocolate,Product is as described. I prefer better packaging for chocolate.,1,Wilson Zidan,25,Female,Northern
Kinder Bueno 3 Pack 129g,Chocolate,Taste is low compare to original. But reasonable price ,2,Anderson Olivia,37,Female,Western
Toren Dark Chocolate 55g,Chocolate,The Best Product.Made in Turkey Company(toren.com.tr ).Low Sugar but tasty.Most Suitable for Senior citizens.Delivered items fast and safely .Big thanks to Daraz team & Chocomore store.Wishing you both companies a lot of success.,0,Vithujan John,33,Female,Sabaragamuwa
Toren Dark Chocolate 55g,Chocolate,"Best service. Everything is ok. Expiry dates, marked price, packing and delivery all fine. Thank you for the offers!",0,Vithujan Saini,34,Male,North Western
Toren Dark Chocolate 55g,Chocolate,The chocolate is gone in a minute because there's no secret. It's also because of dark chocolate. 🤣🤣,0,Maryam Michael,42,Female,Central
Toren Dark Chocolate 55g,Chocolate,reasonable size chocolate when discounted price,2,Christopher Albert,64,Male,Uva
Toren Dark Chocolate 55g,Chocolate,nothing to tell very very best quality,0,Anderson Karthi,41,Female,Eastern
Toren Dark Chocolate 55g,Chocolate,It’s not dark chocolate. But I’m okay with it,0,Christopher Emma,29,Female,North Central
Toren Dark Chocolate 55g,Chocolate,excellent service!!! great quality!! I am very happy with the delivery. definitly again. thank you 👍,0,Williams John,32,Male,North Central
Toren Dark Chocolate 55g,Chocolate,good and well packing. best product. worth for money. fast & safe delivery. highly recommended... thank you darz for your services,0,Christopher Emily,56,Female,Sabaragamuwa
Toren Dark Chocolate 55g,Chocolate,I have received my order before estimated time. Packing was really good. Really appreciate about service.,0,Williams Michael,42,Female,Eastern
Toren Dark Chocolate 55g,Chocolate,Doesn't melt easily like some other brands. Rich texture. Not too sweet. Highly recommend.,2,Bathri Jane,56,Female,Sabaragamuwa
Toren Dark Chocolate 55g,Chocolate,Good. Fast delivery. Thank you. I recommended this seller and product ,0,Smith Matthew,43,Male,North Western
Toren Dark Chocolate 55g,Chocolate,Very good quality… Not much sweet as others… But it is reasonable…,2,Christopher Saini,19,Female,Central
Toren Dark Chocolate 55g,Chocolate,Good product nice packaging thank you daraz ,0,Bathri Zidan,33,Female,Uva
Toren Dark Chocolate 55g,Chocolate,I recommend this seller 👍Thank q,0,Taylor Thinesh,67,Female,Northern
Ritzbury Revello Crispy chocolate 170g,Chocolate,Good Package 📦 😌 👌. Fast Delivery Thanks to Daraz ❤🥰,0,Davis Daniel,35,Male,Southern
Ritzbury Revello Crispy chocolate 170g,Chocolate,Very bad Packing.Only business not given service good to customers.I am awaiting feedback .,3,Kumar Jane,33,Male,Western
Ritzbury Revello Crispy chocolate 170g,Chocolate,Chocolate was melted and there was a huge cave inside of it.,3,Wilson Emily,74,Male,Sabaragamuwa
Ritzbury Revello Crispy chocolate 170g,Chocolate,very good service...fast delivery and safe packing.❤❤,0,Kumar Saini,53,Female,Northern
Ritzbury Revello Crispy chocolate 170g,Chocolate,The chocolate has melted... My last time chocolate is like that..... The way of packing is very good...,1,Miller Zidan,56,Male,Sabaragamuwa
Ritzbury Revello Crispy chocolate 170g,Chocolate,the choco has melted which is understandable . the taste was good but th texture was a little off. but it was edible and the other chocolates i purchased were in good condition,0,Brown Olivia,27,Female,Sabaragamuwa
Ritzbury Revello Crispy chocolate 170g,Chocolate,Delivered on the very next day. product was carefully packaged. update: Upon opening product noticed that the chocolate had melted and all pieces had merged together. This was odd because the same order contained Revello almond chocolate which was in perfect condition so it couldn't have been something that happened when shipping. However it did taste fine and no other issue.,1,Davis Saini,50,Female,Southern
Ritzbury Revello Crispy chocolate 170g,Chocolate,came in good packaging but it was melted due to heat. worth the price.,1,Smith Saini,47,Male,Uva
Ritzbury Revello Crispy chocolate 170g,Chocolate,"packed well and delivered fast, really happy with the product ",0,Kumar Daniel,59,Female,Northern
Ritzbury Revello Crispy chocolate 170g,Chocolate,Nicely packed. On time delivery. Recommended.,1,Vithujan Daniel,28,Female,Eastern
Ritzbury Revello Crispy chocolate 170g,Chocolate,Received in very good condition. Thank you. ,0,Wilson Sophia,30,Female,North Western
Ritzbury Revello Crispy chocolate 170g,Chocolate,Good. Taste could be improved though,0,Taylor Daniel,67,Female,Central
Ritzbury Revello Crispy chocolate 170g,Chocolate,It's soo good...❤️thanks daraz,2,Miller Albert,69,Male,Sabaragamuwa
Ritzbury Revello Crispy chocolate 170g,Chocolate,Product is as it should be,2,Bathri Daniel,59,Male,North Western
Munchee Milk Short Cake Biscuits 200G,Biscuit,"Package received within two days, exactly on the same day the processing and delivery took place. Efficient service by both seller and Daraz. Well packed safely. The biscuit packets are recently manufactured. Got this for a reduced price given by Daraz. Overall a satisfactory service. Highly recommended! ",0,Christopher Saini,19,Female,Central
Munchee Milk Short Cake Biscuits 200G,Biscuit,Good quality product. Good packing. Very fast delivery. Highly recommended. Thank you daraz.,0,Smith Karthi,38,Male,Uva
Munchee Milk Short Cake Biscuits 200G,Biscuit,Prouduct Quality is very well Fast Delivery Delivey Time 56 Hours 😀,1,Williams Emma,52,Female,Central
Munchee Milk Short Cake Biscuits 200G,Biscuit,"The package was safely wrapped and received in two days. Fresh and recently manufactured biscuits. Though the biscuits were wrapped safely with bubble wraps, some had broken, may be in transportation. Anyhow the service is good. Delivery is mainly done by standard delivery. Express delivery also there but costly. Hope the fuel shortage would be solved and delivery charges become as past",0,Smith Emily,40,Female,Southern
Munchee Milk Short Cake Biscuits 200G,Biscuit,improper packaging. all the biscuit broken,4,Maryam Emma,39,Female,Sabaragamuwa
Munchee Milk Short Cake Biscuits 200G,Biscuit,Got my Items next day with express delivery 💯 Items well packed. Thank You Daraz and Company of the products ❤️,1,Taylor Daniel,67,Female,Central
Munchee Milk Short Cake Biscuits 200G,Biscuit,I ordered 5 biscuits but I only got 3 biscuits 2 biscuits are missing 👎,1,Wilson John,53,Male,Central
Munchee Milk Short Cake Biscuits 200G,Biscuit,I have order many groceries goods in an single order but this buscuits only came by a separate parcel putting in a daraz bag. All the biscuits are broken and adverse damaged like a biscuit flow. My suggestion is that don't send buscuits put in a bag and please send them by placing in a box. I don't know why you are sending like this since I ordrerd groceries in a single order but other goods you have sending in a box by other courier. I have a many experience with other courier services those who come in a vehicle they are really excellent in delivering goods in a real condition. I'm disappointed and dissatisfied with a courier boy those who come by bike. ,4,Johnson Jane,49,Male,Uva
Munchee Milk Short Cake Biscuits 200G,Biscuit,best product new product fast delivery good service daraz...,0,Soosai Zidan,73,Male,Sabaragamuwa
Munchee Milk Short Cake Biscuits 200G,Biscuit,"Well packed, delivered on time. Most importantly, not crushed or not expired.",0,Bathri Emily,21,Male,Southern
Munchee Milk Short Cake Biscuits 200G,Biscuit,its all biscuits has be broken all has been crushed 😠😡,0,Anderson Michael,66,Male,North Central
Munchee Milk Short Cake Biscuits 200G,Biscuit,all the biscuits ar crashed in the packs,0,Miller Michael,45,Female,Western
Munchee Milk Short Cake Biscuits 200G,Biscuit,Well packed fast delivery great discounts Thanks darz highly recommend ,0,Jones Michael,35,Male,Northern
Munchee Milk Short Cake Biscuits 200G,Biscuit,"Quality has degraded drastically, biscuits are extremely thin and crumble easily…extremely disappointed.",3,Brown Daniel,67,Female,North Central
Munchee Milk Short Cake Biscuits 200G,Biscuit,good and well packing. best product. worth for money. highly recommended... thank you darz for your services,0,Jones Saini,60,Female,North Central
Munchee Milk Short Cake Biscuits 200G,Biscuit,I’m a lucky customer. I got three packages without shipping fee and with offer. Very fast delivery 🚚 . Long expire date,1,Johnson Michael,69,Male,Northern
Munchee Milk Short Cake Biscuits 200G,Biscuit,they send cookies in a soft package. everything was broken when arriving here... not very clever!!!!? ,3,Brown Michael,42,Female,Uva
Munchee Milk Short Cake Biscuits 200G,Biscuit,"Packaging was terrible, fully damaged ",3,Wilson Saini,60,Female,North Western
Munchee Cream Cracker 490G,Biscuit,"Product quality is excellent... Newly manufactured and fresh, expiry date is not even closer... Original product directly from official store of the company... Unbelievable price with a good discount from daraz and credit card... Definitely worth for the money... Packaging was perfect and no damages what so ever... Shipped within a day to Matale... Seller and the item highly recommended...",0,Jones Jane,37,Female,Sabaragamuwa
Munchee Cream Cracker 490G,Biscuit,Good product. cheap price. safety packaging. Good job. thank you Daraz.,0,Maryam Saini,38,Female,Western
Munchee Cream Cracker 490G,Biscuit,All 3 packets were damaged.. This is not good.. Be careful when packing.,2,Kumar Sophia,47,Female,Uva
Munchee Cream Cracker 490G,Biscuit,Aya decides never to buy from you. Confidence in you has been eroded by those who serve you.,2,Davis Sophia,51,Female,Western
Munchee Cream Cracker 490G,Biscuit,Specifically requested to pack these in a box but still I got this in a packet. The entire package was crushed and damaged. Never buying biscuits from Daraz Mart ever again. Waste of money and food.,3,Miller Emily,42,Female,Southern
Munchee Cream Cracker 490G,Biscuit,biscuits are crushed. its difficult to find an undamaged biscuit in the packet. i don't think these are damaged in transit because they were packed well. probably the seller is selling damaged rejects as these cannot be sold in supermarkets/shops. ,3,Vithujan Michael,49,Female,North Central
Munchee Cream Cracker 490G,Biscuit,Take more responsibility when packing,3,Brown Saini,31,Male,North Western
Munchee Cream Cracker 490G,Biscuit,but damaged due to handling.,3,Wilson Olivia,45,Male,Eastern
Munchee Cream Cracker 490G,Biscuit,Very safe packed. However some of the biscuits damaged. Seller should be consider in future. Very tasty 👅 biscuits brand. This is a fresh product. Expired date long. Fast delivery. Highly recommended.,1,Wilson Michael,30,Female,Central
Munchee Cream Cracker 490G,Biscuit,Good quality product. Good packing. Very fast delivery. Highly recommended. Thank you daraz.,0,Miller Emily,42,Female,Southern
Munchee Cream Cracker 490G,Biscuit,"I ordered a cream cracker biscuit but unfortunately, I received a biscuit powder for reproduction ",0,Kumar Karthi,63,Female,Central
Munchee Cream Cracker 490G,Biscuit,Delivery good on time ❤️but totally broke ☹️,2,Davis Jane,73,Male,North Western
Munchee Cream Cracker 490G,Biscuit,Dilivered within 20 hours ,2,Christopher Saini,19,Female,Central
Munchee Cream Cracker 490G,Biscuit,don't buy biscuits from this seller. all were packed by bubble packing and stored inside a box. so no chance to damage while shipping. the seller has purposely put damaged biscuits. Many were cracked to small pieces. The card discount and the product discount was wasted,3,Johnson Vinoth,25,Male,Sabaragamuwa
Munchee Cream Cracker 490G,Biscuit,Extremely Poor.. 40% Biscuit Powder parcel was inside a double size box.. which led to poor over cracked cracker biscuit.. Do Not order biscuits unless for biscuit powder..,4,Johnson Zidan,69,Male,Eastern
Munchee Cream Cracker 490G,Biscuit,"Late delivery, totally disappointed",4,Williams Matthew,41,Female,Northern
Munchee Chocolate Puff 200g,Biscuit,Good Product. Supar Fast Shipping. But Inside Biscuit little Damage.,4,Brown David,34,Male,North Central
Munchee Chocolate Puff 200g,Biscuit,"Safe packing, received in good condition.",0,Anderson David,30,Male,North Western
Munchee Chocolate Puff 200g,Biscuit,One of my favorites 😍 Very good product.... Daraz had carefully packed it in bubble wrap and I received it in perfect condition. Fast delivery!,0,Smith Saini,47,Male,Uva
Munchee Chocolate Puff 200g,Biscuit,well packed ✔✔✔✔ best quality ✅✅✅✅ No any damages tasty 💯💯💯💯 faaaast delivery 🚅🚅🚅 THANK YOU DARAZ MUNCHEE WITH DARAZ💓💓💓,0,Christopher Jane,34,Male,Sabaragamuwa
Munchee Chocolate Puff 200g,Biscuit,"Superb product... Original branded product at an unbelievable price, definitely worth for the money... well packed and fast shipping... Seller and the item highly recommended...",0,Kumar Olivia,25,Female,Eastern
Munchee Chocolate Puff 200g,Biscuit,*Good price *Good packing Thank you daraz🤗,1,Johnson Vinoth,25,Male,Sabaragamuwa
Munchee Chocolate Puff 200g,Biscuit,good item and best price,0,Wilson David,57,Female,Sabaragamuwa
Munchee Chocolate Puff 200g,Biscuit,Delivered within two days. Carefully packed in a bubble wrapper.,2,Soosai Karthi,20,Female,Northern
Munchee Chocolate Puff 200g,Biscuit,to much damage in side pack 50% biscuit creaked no care items,2,Smith Saini,47,Male,Uva
Munchee Chocolate Puff 200g,Biscuit,This item too missing in a box,4,Christopher Jane,34,Male,Sabaragamuwa
Munchee Chocolate Puff 200g,Biscuit,Short expiry ,4,Jones Emily,53,Male,Eastern
Munchee Chocolate Puff 200g,Biscuit,product is good but biscuit is broken. please pack safely,0,Johnson Sophia,60,Female,Southern
Munchee Chocolate Puff 200g,Biscuit,Best product Thanks daraz,0,Brown Emma,33,Male,Northern
Munchee Chocolate Puff 200g,Biscuit,"quality packaging, everything received well, super fast delivery (received next day)",0,Bathri David,23,Male,Southern
Munchee Chocolate Puff 200g,Biscuit,fast delivery and packed well I recommend this seller,1,Christopher John,26,Male,North Western
Maliban Lemon Puff 200g,Biscuit,it was in very poor condition. half of the biscuits were broken.,3,Kumar Emma,71,Male,Eastern
Maliban Lemon Puff 200g,Biscuit,Well packed. Next day delivered. ,1,Anderson Emma,24,Male,North Central
